Name	zul. aktualisiert am	Beschreibung des veganen Angebots	Straße und Hausnummer	Postleitzahl	Latitude	Longiture	Nächstgelegene Haltestelle (Bahn und Bus)	Telefon	Kommentar zu den Öffnungszeiten	Mo	Di	Mi	Do	Fr	Sa	So	Website	E-Mail	barrierefrei?	WC barrierefrei?	Hunde erlaubt?	Kindersitz?	Catering?	Lieferservice?	bio?	Sitzplätze außen?	glutenfrei?	WLAN?	Restaurant?	Imbiss?	Café?	Eiscafé?	Bäcler?	Bar?	Sitzplätze innen?
Kai´s Pizza	01.02.18	Bei Kai´s Pizza gibt es 5 vegane Pizzen. Man kann sich eigene Pizzen zusammenstellen. Es gibt vegane Nudelgerichte, veganes Eis, vegane Frucht Sorbets und vegane Nudel-Gratins. Bestellungen werden über Telefonnummer und online über die Website entgegengenommen.	Fritz-Erler-Straße 1-3	76133	49.008614	8.410118	S Kronenplatz	0721 373734	An Feiertagen: 14:00 - 22:00 geöffnet	11:00 - 14:30, 17:00 - 22:00	11:00 - 14:30, 17:00 - 22:00	11:00 - 14:30, 17:00 - 22:00	11:00 - 14:30, 17:00 - 22:00	11:00 - 14:30, 17:00 - 22:00	11:00 - 22:00	11:00 - 22:00	www.kais-pizza.com	kai@kais-pizza.de	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	1
Krone Mimi & Me	01.02.18	Vegane Gerichte: 1. Feldsalat mit zweierlei Birne, Confit Süßkartoffel, Fenchel, eingelegter Blumenkohl, Granatapfel und Cashews    2. Gerösteter Paprika gefüllt mit Gemüse-Quinoa, serviert mit Karotten-Hummus, Chia Samen und Ziegenkäse (! Wird auf Wunsch vegan zubereitet)   3. "Sam’s Pilzrisotto" (! Wird auf Wunsch vegan zubereitet)   4. VEGI Burger: Aubergine, Süßkartoffel, Haloumi, Karotten-Hummus und Sam’s Salat (! Wird auf Wunsch vegan zubereitet)	Leopoldstraße 35	76344	49.100404	8.390335	S Leopoldshafen Leopoldstraße	07247 9850025		-	18:00 - 21:30	18:00 - 21:30	18:00 - 21:30	18:00 - 21:30	18:00 - 21:30	11:30 - 14:30, 17:30 - 21:30	www.kronemimi.wordpress.com	krone-mimi@web.de	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	1
Laib & Leben 	01.02.18	Veganes Frühstück: 1.  VEGANES FRÜCHTCHEN (Heißgetränk | Pfannkuchen Obst | Alsan | Samba Dark oder Mandelcreme | Brötchenkorb vegan)   2. VEGANER 2.0 NEU (Heißgetränk | Tofu Pesto | Mexico-Dip | Gemüse-Dip | Rohkost | Sojaapfeljoghurt Amaranth | Alsan | d'arbo Marmelade | Brötchenkorb vegan)	Parkoffice, Ludwig-Erhard-Allee 20	76137	49.003845	8.420205	S Wolfartsweiererstraße 	0721 50445685		06:00 - 19:00	06:00 - 19:00	06:00 - 19:00	06:00 - 19:00	06:00 - 19:00	07:00 - 18:00	08:00 - 18:00	www.laib-und-leben.de		FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	
!!La Rose	01.02.18		Akademiestraße 32	76133	49.011195	8.395991	S Europaplatz	0721 6698441		11:00 - 22:00	11:00 - 22:00	11:00 - 22:00	11:00 - 22:00	11:00 - 22:00	11:00 - 22:00	12:00 - 20:00			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	1
liebesBEEF	01.02.18	Hier gibt es vegane Burger. (Kürbisgratling, Falafelbratling)	Gerwigstraße 2	76131	49.009351	8.423867	S Gottesauerplatz/ BGV, S Karl-Wilhelm-Platz	0721 78188988		12:00 - 14:30, 17:00 - 22:00	-	12:00 - 14:30, 17:00 - 22:00	12:00 - 14:30, 17:00 - 22:00	12:00 - 14:30, 17:00 - 22:00	12:00 - 22:00	12:00 - 22:00	www.liebesbeef.de	karlsruhe@liebesbeef.de	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	1
.l'incontro	01.02.18	Große Auswahl an veganen Speisen. Italienische Gerichte mit Gemüse, Tofu oder Seitan / Verschiedene Salate / verschiedene Pizzen / verschiedene Pasta und Gnocchi Gerichte / Gerichte mit Reis und Gemüse (Risotto) / Warme Getränke (Kaffee, Heiße Schokolade,...) / Desserts	Leopoldstraße 3	76133	49.009955	8.389861	S Europaplatz	0721 2031440		11:30 - 00:00	11:30 - 00:00	11:30 - 00:00	11:30 - 00:00	11:30 - 00:00	11:30 - 00:00	-	www.lincontro.de	info@lincontro.de	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	1
! (zu wenig?) Le Crobag	01.02.18	Basilikumtofutomate Baguette, 	Bahnhofplatz 1a	76137	48.993981	8.400544	S Hauptbahnhof Vorplatz	0721 96887411		05:00 - 21:00	05:00 - 21:00	05:00 - 21:00	05:00 - 21:00	05:00 - 21:00	05:00 - 21:00	05:00 - 21:00	www.lecrobag.de		FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	
Restaurant Marianne’s Flammkuchen	01.02.18	Vegane Flammkuchen (10 verschiedene Sorten) mit veganer Crème. Reservierung notwendig !!nur Donnerstag!!	Kriegsstraße 300	76185	49.006512	8.364574	S Kühler Krug	0721 591080	An Feiertagen: 12:00 - 22:00 geöffnet	-	17:00 - 23:00	17:00 - 23:00	17:00 - 23:00	17:00 - 00:00	17:00 - 00:00	12:00 - 22:00	www.mariannes-flammkuchen.de		FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	1
Restaurant Marianne’s Flammkuchen	01.02.18	Vegane Flammkuchen (10 verschiedene Sorten) mit veganer Crème. Reservierung notwendig	Friedrichstaler Straße 8	76351	49.115898	8.430818	S Linkenheim Süd	0724 78887556	An Feiertagen: 17:00 - 23:30 geöffnet	-	-	17:00 - 23:30	17:00 - 23:30	17:00 - 23:30	17:00 - 23:30	17:00 - 23:30	www.mariannes-flammkuchen.de		FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	1
Mensa am Adenauerring	14.02.18	Hat jeden Tag neue vegane Gerichte. Verschiedene Eintöpfe, Pasta,...  !!Preise sind für Nicht-Studenten etwas höher!!	Adenauerring 7	76131	49.011729	8.416941	Bus Studierendenwerk Karlsruhe, S Durlacher Tor	0721 6909230		11:00 - 14:00 	11:00 - 14:00	11:00 - 14:00	11:00 - 14:00	11:00 - 14:00	-	-	www.sw-ka.de/de/essen		FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	
Mint	14.02.18	Die vegane Gerichte wechseln. Auf Wunsch kann mehr vegan zubereitet werden.	Lorenzstraße 19	76135	49.001179	8.383663	S ZKM	0721 17451455		-	12:00  - 14:00	09:30 - 18:00	09:30 - 22:00	09:30 - 18:00	14:00 - 18:00	10:30 - 18:00	www.mint-karlsruhe.de	info@mint-karlsruhe.de	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	
! Kurzbeschreibung MoccaSin Coffee	14.02.18		Ritterstraße 6	76133	49.010332	8.401592	S Herrenstraße	0721 9212127		07:00 - 20:00	07:00 - 20:00	07:00 - 20:00	07:00 - 20:00	07:00 - 20:00	09:00 - 20:00	10:00 - 20:00	www.moccasin-coffee.de	office@moccasin-coffee.de	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	1
!angeblich alles vege auch veg erhältlich Moghul Mahal	22.02.18	Indisches Restaurant. Hat vegetarische Gerichte, welche auch vegan erhältlich sind. 	Ludwig-Marum-Strasse 1	76185	49.013190	8.374587	S Städt. Klinikum Moltkestraße, S Yorckstraße	0721 848282		18:00 - 22:30	11:30 - 14:30, 18:00 - 22:30	11:30 - 14:30, 18:00 - 22:30	11:30 - 14:30, 18:00 - 22:30	11:30 - 14:30, 18:00 - 22:30	11:30 - 14:30, 18:00 - 22:30	11:30 - 14:30, 18:00 - 22:30	www.moghul-mahal.de		FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	1
Mogogo - Afrikanisches Restaurant	22.02.18	Hat vegane afrikanische Gerichte mit Couscous, Gemüse, Reis und Okra-Schoten.	Stephanienstraße 2a	76133	49.012738	8.398030	Bus Linkenheimer Tor, S Europaplatz	0721 1208000		-	12:00 - 14:30, 18:00 - 23:00	12:00 - 14:30, 18:00 - 23:00	12:00 - 14:30, 18:00 - 23:00	12:00 - 14:30, 18:00 - 23:00	12:00 - 14:30, 18:00 - 23:00	12:00 - 14:30, 18:00 - 23:00	www.restaurant-mogogo.de	info@restaurant-mogogo.de	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	1
Oktave Restaurant	22.02.18	Veganer Vorspeiseteller, veganes Pastagericht, "Warme vegane Platte", gebratenes Gemüse mit rot/grün-Curry-Cocos und Reis	Ludwig-Wilhelm-Straße 3	76133	49.009412	8.420354	S Durlacher Tor	0721 66050207		17:00 - 01:00	17:00 - 01:00	17:00 - 01:00	17:00 - 01:00	17:00 - 02:00	17:00 - 02:00	13:00 - 00:00	www.oktave-karlsruhe.de		FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	1
Café Palaver	22.02.18	Jeden Tag mindestens eine vegane Speise	Steinstraße 23	76133	49.006999	8.407280	S Rüppurrer Tor, Bus	0721 377647		09:00 - 19:00	09:00 - 19:00	09:00 - 19:00	09:00 - 19:00	09:00 - 19:00	09:00 - 19:00	09:00 - 19:00	www.cafepalaver.de		FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	
Café Pan	22.02.18	Bietet Crêpes mit veganem Teig aus Bio-Vollkorn-Buchweizen. Fast alle Crêpes sind vegan erhältlich.	Innenhof Kaiserstraße 50	76133	49.009828	8.406981	S Marktplatz, S Kronenplatz	0721 3505858	Feiertags geschlossen	10:00 - 19:00	10:00 - 19:00	10:00 - 19:00	10:00 - 19:00	10:00 - 19:00	12:00 - 17:00	-	www.cafepan.de		FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	
Purino Restaurant	22.02.18	Vegane Suppe, Knoblauchbrot, Salat und Pastagerichte	Am Schloss Gottesaue 4	76131	49.003414	8.426392	S Schloss Gottesaue	0721 91438300		11:30 - 23:00	11:30 - 23:00	11:30 - 23:00	11:30 - 23:00	11:30 - 00:00	09:30 - 00:00	09:30 - 23:00	https://www.purino.de/speisekarten/speisekarte/karlsruhe.html	karlsruhe@purino.de	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	
!vegan nicht deklariert  Sangam - indisches Restaurant	22.02.18	Einige vegetarische Gerichte sind auch in vegan verfügbar.	Breite Straße 98	76135	48.992734	8.385361	Bus Breite Straße	0721 95783361		-	11:00 - 14:30, 17:00 - 23:00	11:00 - 14:30, 17:00 - 23:00	11:00 - 14:30, 17:00 - 23:00	11:00 - 14:30, 17:00 - 23:00	17:00 - 23:00	11:00 - 14:30, 17:00 - 23:00	www.restaurantsangam.de	info@restaurantsangam.de	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	
!angeblich noch viel mehr Schatztruhe Restaurant	22.02.18	Yellow Thai Curry Bowl und zwei Desserts sind vegan	Kaiserstraße 80	76133	49.009768	8.403292	S Marktplatz	0721 66976448		11:30 - 19:00	11:30 - 19:00	11:30 - 19:00	11:30 - 19:00	11:30 - 19:00	11:30 - 19:00	-	www.schmatztruhe.com	info@schmatztruhe.com	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	
Restaurant Schoko	22.02.18	Ricotta-Spinat-Ravioli, Gemüsepfanne, Rösti mit Gemüse - jedes Gericht kostet über 14 Euro	Hauptstraße 53	76287	48.974614	8.315966	S Forchheim Hauptstraße	0721 510535		11:30 - 14:30, 17:30 - 23:00	-	11:30 - 14:30, 17:30 - 23:00	11:30 - 14:30, 17:30 - 23:00	11:30 - 14:30, 17:30 - 23:00	17:30 - 23:00	11:30 - 14:30, 17:30 - 23:00	www.restaurantschoko.de		FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	1
Stefansbäck Bäcker	24.02.18	Apfeltasche, Rosinenschnecke, Brezel und viele weitere vegane Produkte	Südendstraße 47	76137	48.998547	8.386409	S ZKM	0721 56876168		06:00 - 18:00	06:00 - 18:00	06:00 - 18:00	06:00 - 18:00	06:00 - 18:00	07:00 - 13:00	-	http://www.stefansbaeck.de/backwaren/produkttypen/vegan		FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	
Stefansbäck Bäcker	24.02.18	Apfeltasche, Rosinenschnecke, Brezel und viele weitere vegane Produkte	Werderstraße 40 - 44	76137	49.001383	8.407040	S Werderstraße, Bus Kongresszentrum	0721 97903740		06:30 - 18:30	06:30 - 18:30	06:30 - 18:30	06:30 - 18:30	06:30 - 18:30	07:00 - 14:00	08:30 - 11:30	http://www.stefansbaeck.de/backwaren/produkttypen/vegan		FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	
.Stövchen 	24.02.18	Pestokartoffeln mit Salat, Griechischer Salat, Dipteller, Chili sin Carne, und Gemüseschnitzel mit Salat sind vegan.	Waldstraße 54	76133	49.007345	8.392772	S Europaplatz	0721 29241		09:00 - 01:00	09:00 - 01:00	09:00 - 01:00	09:00 - 01:00	09:00 - 03:00	09:00 - 03:00	09:00 - 01:00	www.stoevchen.com	mail@stoevchen.com	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	1
.Sushi Circle	24.02.18	Hier gibt es veganes Sushi auch als "Vegan-Box"	Erbprinzenstraße 4 - 12	76133	49.007490	8.402539	S Herrenstraße	0721 1305710		12:00 - 22:30	12:00 - 22:30	12:00 - 22:30	12:00 - 22:30	12:00 - 22:30	12:00 - 22:30	11:00 - 22:00	www.sushi-circle.de		TRUE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	1
!Sushi.Wrap	24.02.18	Maki, Box, Rollen	Bahnhofplatz 1	76137	48.993287	8.400833	S Hauptbahnhof, Bus Hauptbahnhof			09:00 - 22:00	09:00 - 22:00	09:00 - 22:00	09:00 - 22:00	09:00 - 22:00	10:00 - 22:00	10:00 - 22:00	www.sushi-wrap.de	office@sushi-wrap.de	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	
!Café TanteEmma	24.02.18	veganes Frühstück (ich glaube noch mehr)	Am Stadtgarten 11	76137	48.995729	8.402614	S Poststraße	0721 93388144		-	10:00 - 18:00	10:00 - 18:00	10:00 - 18:00	10:00 - 18:00	10:00 - 18:00	10:00 - 18:00	www.tanteemma-karlsruhe.de	tanteemma.karlsruhe@web.de	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	
Thali indisches Restaurant	24.02.18	Thalis werden auch vegan angeboten	Ettlinger Straße 29	76137	48.998642	8.404084	Bus Augartenstraße	0721 14571820		-	-	-	-	18:00 - 00:00	18:00 - 00:00	-	www.das-thali.de	info@das-thali.de	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	1
Vapiano italienisches Restaurant	24.02.18	Bruschetta, Tomatensuppe, Salat, Pastagerichte und Sorbet vegan	Karlstrasse 11	76133	49.010931	8.395319	S Europaplatz	0721 95788480		11:00 - 23:30	11:00 - 23:30	11:00 - 23:30	11:00 - 23:30	11:00 - 00:30	11:00 - 00:30	11:00 - 23:30	de.vapiano.com	karlsruhe1@vapiano.de	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	1
.Viva	24.02.18	Hier gibt es ein Buffet, bei dem man sich selbst sein Essen zusammenstellen kann. Von Salaten bis hin zu klassischen Gerichten kann alles auf den Teller gemacht werden. Bezahlt wird nach Gewicht.	Lammstraße 7a	76133	49.008564	8.402291	S Marktplatz, S Herrenstraße	0721 23293	Samstag:  Mai - Sept 11:00 - 17:00 Uhr ; Okt - April 11:00 - 19:00	11:00 - 20:00	11:00 - 20:00	11:00 - 20:00	11:00 - 20:00	11:00 - 20:00	11:00 - 19:00	-	www.viva-restaurant.de	info@restaurant-viva.de	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	1
Café Max	24.02.18	Jeden Tag mindestens eine vegane Speise	Akademienstraße 38a	76133	49.011092	8.394434	S Europaplatz	0721 1617890		10:00 - 24:00	10:00 - 24:00	10:00 - 24:00	10:00 - 24:00	10:00 - 01:00 	10:00 - 01:00	10:00 - 23:00	www.max-cafe-bar.de	kontakt@max-karlsruhe.de	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	1
																			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	
																			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	
																			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	
																			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	
																			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	
																			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	
																			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	
																			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	
																			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	
																			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	
																			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	
																			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	
																			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	
																			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	
																			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	
																			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	
																			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	
																			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	
																			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	
																			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	
																			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	
																			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	
																			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	
																			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	
																			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	
																			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	
																			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	
																			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	
																			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	
																			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	
																			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	
																			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	
																			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	
																			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	
																			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	
																			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	
																			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	
																			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	
																			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	
																			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	
																			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	
																			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	
																			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	
																			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	
																			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	
																			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	
																			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	
																			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	
																			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	
																			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	
																			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	
																			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	
